CustomerID,TotalTransactions,TotalQuantity,TotalSpent,LastPurchaseDate,Recency,Frequency,Monetary,Cluster,Persona,DBSCAN_Cluster,Hierarchical_Cluster,CustomerScore,Tier,Anomaly,ChurnScore,Churn,ChurnRisk,ChurnStatus
12377.0,0.0075566750629722,0.0057299723305518,0.0058923644535601,2011-01-28 15:45:00,0.4254742547425474,0.0075566750629722,0.0058923644535601,0,VIP Customers,0,3,0.0462610250482315,Bronze,Normal,0.7701931876625117,1,1,High Risk
12378.0,0.0025188916876574,0.0090279744656746,0.0093175873370301,2011-08-02 10:34:00,0.1747967479674796,0.0025188916876574,0.0093175873370301,4,New Customers,0,3,0.0633182101156995,Silver,Normal,0.5693977656166507,0,0,Safe
12379.0,0.0075566750629722,0.0022168238959454,0.0027836734737434,2011-09-19 10:09:00,0.1097560975609756,0.0075566750629722,0.0027836734737434,4,New Customers,0,3,0.0647566219552748,Silver,Normal,0.4801990548051272,0,0,Safe
12380.0,0.0251889168765743,0.0091341859299766,0.0166499395878465,2011-11-18 11:27:00,0.0284552845528455,0.0251889168765743,0.0166499395878465,4,New Customers,0,1,0.0889845546353238,Platinum,Normal,0.5722414746684626,0,0,Safe
12381.0,0.0100755667506297,0.0021977602997886,0.003171102327432,2011-12-05 12:44:00,0.005420054200542,0.0100755667506297,0.003171102327432,4,New Customers,0,3,0.0731532682035931,Gold,Normal,0.43670153312069926,0,0,Safe
12383.0,0.0100755667506297,0.0041694808165755,0.0031801387194613,2011-06-08 08:02:00,0.2493224932249322,0.0100755667506297,0.0031801387194613,4,New Customers,0,3,0.0570645515895932,Silver,Normal,0.606622137789422,0,0,Safe
12384.0,0.0025188916876574,0.0003404213599424,0.0010022993917096,2011-11-11 08:39:00,0.037940379403794,0.0025188916876574,0.0010022993917096,4,New Customers,0,3,0.0657598555178946,Silver,Normal,0.39992887148035433,0,0,Safe
12385.0,0.0,0.0016639796073988,0.0033313304672422,2010-11-25 15:14:00,0.5121951219512195,0.0,0.0033313304672422,0,VIP Customers,0,2,0.0348277427162772,Bronze,Normal,0.5865100137339985,0,0,Safe
12386.0,0.0025188916876574,0.0009613499204775,0.0006866797333469,2011-01-06 12:37:00,0.4566395663956639,0.0025188916876574,0.0006866797333469,0,VIP Customers,0,3,0.0377146885782142,Bronze,Normal,0.671806854448993,1,1,High Risk
12387.0,0.0,0.0003622083269788,0.0002426744594675,2010-10-20 16:27:00,0.5609756097560976,0.0,0.0002426744594675,0,VIP Customers,0,2,0.0292355104636308,Bronze,Normal,0.7406768268883904,1,1,High Risk
12388.0,0.017632241813602,0.0054467417590797,0.0067095813243354,2011-11-24 12:30:00,0.0203252032520325,0.017632241813602,0.0067095813243354,4,New Customers,0,3,0.0784864611991814,Gold,Normal,0.5312488879582151,0,0,Safe
12389.0,0.0050377833753148,0.0016694263491579,0.0024619951296773,2010-11-02 11:52:00,0.5447154471544715,0.0050377833753148,0.0024619951296773,0,VIP Customers,0,2,0.0343744773109471,Bronze,Normal,0.6764191383861711,1,1,High Risk
12390.0,0.0,0.000958626549598,0.0009413166546436,2011-09-21 09:33:00,0.1070460704607046,0.0,0.0009413166546436,4,New Customers,0,3,0.0599857962369143,Silver,Normal,0.5327696056665814,0,0,Safe
12391.0,0.0125944584382871,0.0032762151680864,0.0046849647810493,2011-11-18 12:07:00,0.0284552845528455,0.0125944584382871,0.0046849647810493,4,New Customers,0,3,0.0739734305748955,Gold,Normal,0.42527477921136747,0,0,Safe
12392.0,0.0,0.0001960827033268,0.0003989782233107,2010-04-27 14:04:00,0.7994579945799458,0.0,0.0003989782233107,0,VIP Customers,0,2,0.0134729273259043,Bronze,Normal,0.715497655674862,1,1,High Risk
12393.0,0.0125944584382871,0.0035676158521972,0.0041248978091637,2011-09-28 15:41:00,0.0962059620596205,0.0125944584382871,0.0041248978091637,4,New Customers,0,3,0.0690755887925521,Silver,Normal,0.5142167208236542,0,0,Safe
12394.0,0.0025188916876574,0.0022277173794636,0.0021851372900762,2011-10-07 08:08:00,0.0853658536585365,0.0025188916876574,0.0021851372900762,4,New Customers,0,3,0.0635958799524825,Silver,Normal,0.6160473568476785,1,0,Safe
12395.0,0.035264483627204,0.0087256802980457,0.0081210829714803,2011-11-20 15:21:00,0.024390243902439,0.035264483627204,0.0081210829714803,4,New Customers,0,1,0.0876784690216607,Platinum,Normal,0.5385109277714613,0,0,Safe
12396.0,0.0,0.0016067888189285,0.0015981160516805,2010-02-03 13:22:00,0.9119241192411924,0.0,0.0015981160516805,0,VIP Customers,0,2,0.006962105264226,Bronze,Normal,0.6794719582569058,1,1,High Risk
12397.0,0.0025188916876574,0.0034368940499793,0.0041428845323458,2011-11-04 09:52:00,0.0474254742547425,0.0025188916876574,0.0041428845323458,4,New Customers,0,3,0.0676331575348051,Silver,Normal,0.5548288997207345,0,0,Safe
12398.0,0.0,0.003793655635199,0.0028102490723971,2011-10-25 10:27:00,0.0609756097560975,0.0,0.0028102490723971,4,New Customers,0,3,0.0646071270838997,Silver,Normal,0.5125583010135442,0,0,Safe
12399.0,0.0151133501259445,0.005983245822349,0.0033724675661944,2011-08-12 13:15:00,0.1598915989159891,0.0151133501259445,0.0033724675661944,4,New Customers,0,3,0.0656217861642778,Silver,Normal,0.5185692869893355,0,0,Safe
12400.0,0.0,0.0002451033791585,0.0003482023061939,2010-10-21 13:45:00,0.559620596205962,0.0,0.0003482023061939,0,VIP Customers,0,2,0.0293950937831703,Bronze,Normal,0.7317432812360046,1,1,High Risk
12401.0,0.0,2.7233708795398596e-05,0.0001400210460152,2011-02-09 13:50:00,0.4092140921409214,0.0,0.0001400210460152,0,VIP Customers,0,3,0.0392345940302192,Bronze,Normal,0.7141426926559273,1,1,High Risk
12402.0,0.0125944584382871,0.0015877252227717,0.0021583207209684,2011-01-20 13:49:00,0.4363143631436314,0.0125944584382871,0.0021583207209684,0,VIP Customers,0,3,0.0448777374050549,Bronze,Normal,0.7114858948088549,1,1,High Risk
12403.0,0.0025188916876574,0.0007053530578008,0.001749462709039,2011-10-21 10:51:00,0.0663956639566395,0.0025188916876574,0.001749462709039,4,New Customers,0,3,0.0644378272487222,Silver,Normal,0.48340842305506937,0,0,Safe
12404.0,0.0,0.0,0.0001037722048464,2010-01-26 16:25:00,0.9227642276422764,0.0,0.0001037722048464,0,VIP Customers,0,2,0.0050404458737223,Bronze,Normal,0.7805941676493096,1,1,High Risk
12405.0,0.0,0.0023312054728861,0.0029388756583678,2011-07-14 08:52:00,0.2005420054200542,0.0,0.0029388756583678,4,New Customers,0,3,0.0553187960767193,Silver,Normal,0.6029677702373848,0,0,Safe
12406.0,0.0100755667506297,0.0093003115536286,0.0109941220593493,2011-11-17 19:22:00,0.0284552845528455,0.0100755667506297,0.0109941220593493,4,New Customers,0,3,0.0778182945217727,Gold,Normal,0.5884690983644957,0,0,Safe
12407.0,0.0100755667506297,0.0038535697945489,0.0029349684945761,2011-10-21 10:11:00,0.0663956639566395,0.0100755667506297,0.0029349684945761,4,New Customers,0,3,0.069033994252826,Silver,Normal,0.5049734763684849,0,0,Safe
12408.0,0.017632241813602,0.0060676703196148,0.0074663318233034,2011-11-07 12:27:00,0.043360433604336,0.017632241813602,0.0074663318233034,4,New Customers,0,3,0.0775490691205178,Gold,Normal,0.514116271179942,0,0,Safe
12409.0,0.0151133501259445,0.0357905400989128,0.0403046148819669,2011-09-22 10:38:00,0.1056910569105691,0.0151133501259445,0.0403046148819669,4,New Customers,0,1,0.0982382301524644,Platinum,Anomaly,0.46228058673363753,0,0,Safe
12410.0,0.0050377833753148,0.0009259460990435,0.001739737829998,2011-02-04 10:39:00,0.4173441734417344,0.0050377833753148,0.001739737829998,0,VIP Customers,0,3,0.0422702973211085,Bronze,Normal,0.5655216731052047,0,1,High Risk
12411.0,0.0,0.0003731018104969,0.0005920127692309,2010-10-26 09:25:00,0.55420054200542,0.0,0.0005920127692309,0,VIP Customers,0,2,0.0299426226122014,Bronze,Normal,0.7434749598192608,1,1,High Risk
12412.0,0.0125944584382871,0.0054358482755615,0.004464803846866,2011-09-26 10:16:00,0.1002710027100271,0.0125944584382871,0.004464803846866,4,New Customers,0,3,0.0691781865298542,Silver,Normal,0.6370238289019443,1,0,Safe
12413.0,0.0075566750629722,0.0008660319396936,0.001715193268029,2011-10-04 09:00:00,0.089430894308943,0.0075566750629722,0.001715193268029,4,New Customers,0,3,0.0652370340851462,Silver,Normal,0.540361493074054,0,0,Safe
12414.0,0.0125944584382871,0.0013453452144926,0.0016342271954469,2011-05-06 14:51:00,0.2926829268292683,0.0125944584382871,0.0016342271954469,4,New Customers,0,3,0.0540336812863377,Bronze,Normal,0.6727920179191086,1,1,High Risk
12415.0,0.0680100755667506,0.2490413734504019,0.2486392011182268,2011-11-15 14:22:00,0.0311653116531165,0.0680100755667506,0.2486392011182268,2,Regular Customers,-1,0,0.2944801249611198,Platinum,Anomaly,0.45994825491656205,0,0,Safe
12416.0,0.0,0.0003567615852197,0.0003435722310399,2010-02-21 10:19:00,0.8888888888888888,0.0,0.0003435722310399,0,VIP Customers,0,2,0.0074933514245695,Bronze,Normal,0.7477186702588348,1,1,High Risk
12417.0,0.0478589420654911,0.0078514782457134,0.0116947436546842,2011-12-06 14:52:00,0.002710027100271,0.0478589420654911,0.0116947436546842,1,Churn Risk Customers,0,1,0.0975431737096057,Platinum,Normal,0.5284624759668153,0,0,Safe
12418.0,0.0075566750629722,0.0029603041460598,0.003473847278675,2011-08-19 11:08:00,0.1517615176151761,0.0075566750629722,0.003473847278675,4,New Customers,0,3,0.0625165996863932,Silver,Normal,0.6666240064754299,1,0,Safe
12419.0,0.0025188916876574,0.0006263753022941,0.0008607120377427,2010-11-19 10:04:00,0.521680216802168,0.0025188916876574,0.0008607120377427,0,VIP Customers,0,2,0.0334926945395319,Bronze,Normal,0.6759584878738886,1,1,High Risk
12420.0,0.0,0.0009368395825617,0.0010283242007539,2011-10-07 08:55:00,0.0853658536585365,0.0,0.0010283242007539,4,New Customers,0,3,0.0614903762884812,Silver,Normal,0.6511133546046399,1,1,High Risk
12421.0,0.0125944584382871,0.0017729144425804,0.0018858519860672,2011-11-24 09:07:00,0.0203252032520325,0.0125944584382871,0.0018858519860672,4,New Customers,0,3,0.0723658676422618,Gold,Normal,0.3471940245565611,0,0,Safe
12422.0,0.0403022670025188,0.0070671474324059,0.0089999882785086,2011-09-05 09:48:00,0.1287262872628726,0.0403022670025188,0.0089999882785086,4,New Customers,0,1,0.0836160862803841,Gold,Normal,0.6005970817775867,0,0,Safe
12423.0,0.0226700251889168,0.0048802806161354,0.0045086260451641,2011-12-09 10:10:00,0.0,0.0226700251889168,0.0045086260451641,4,New Customers,0,3,0.0805363904073812,Gold,Normal,0.5186162922761315,0,0,Safe
12424.0,0.0075566750629722,0.0055121026601886,0.0057438405929498,2011-06-30 12:06:00,0.2195121951219512,0.0075566750629722,0.0057438405929498,4,New Customers,0,3,0.0598402208705566,Silver,Normal,0.5635041605658387,0,0,Safe
12425.0,0.0025188916876574,0.0031209830279526,0.0029922678261292,2011-09-22 17:31:00,0.1043360433604336,0.0025188916876574,0.0029922678261292,4,New Customers,0,3,0.0629839167446697,Silver,Normal,0.5569159320384647,0,0,Safe
12426.0,0.0025188916876574,0.0015877252227717,0.0023103214409881,2011-05-29 12:26:00,0.2628726287262872,0.0025188916876574,0.0023103214409881,4,New Customers,0,3,0.051835623674744,Bronze,Normal,0.4660839299267022,0,1,High Risk
12427.0,0.0050377833753148,0.0014488333079152,0.0014163038440519,2011-11-18 08:56:00,0.0284552845528455,0.0050377833753148,0.0014163038440519,4,New Customers,0,3,0.0679406519424353,Silver,Normal,0.5127285543675576,0,0,Safe
12428.0,0.0201511335012594,0.0096271160591734,0.0136897208321143,2011-11-14 08:22:00,0.0338753387533875,0.0201511335012594,0.0136897208321143,4,New Customers,0,3,0.084144326650384,Gold,Normal,0.5450167592576194,0,0,Safe
12429.0,0.017632241813602,0.0078678184709906,0.0106740616597607,2011-11-30 17:22:00,0.010840108401084,0.017632241813602,0.0106740616597607,4,New Customers,0,3,0.0821798307508209,Gold,Normal,0.614695099188458,1,1,High Risk
12430.0,0.0,0.0003159110220266,0.0004362425828218,2011-10-27 15:09:00,0.056910569105691,0.0,0.0004362425828218,4,New Customers,0,3,0.062908864601978,Silver,Normal,0.5031284140959694,0,0,Safe
12431.0,0.0654911838790932,0.0125247826750038,0.0179510423426569,2011-11-04 11:55:00,0.0474254742547425,0.0654911838790932,0.0179510423426569,1,Churn Risk Customers,0,1,0.1076690263373303,Platinum,Normal,0.456775413453875,0,0,Safe
12432.0,0.0100755667506297,0.0049020675831717,0.0087031126790408,2011-10-28 11:43:00,0.056910569105691,0.0100755667506297,0.0087031126790408,4,New Customers,0,3,0.0739559969309167,Gold,Normal,0.49889155160293386,0,0,Safe
12433.0,0.0226700251889168,0.0368553781128129,0.0289012905671823,2011-12-09 10:02:00,0.0,0.0226700251889168,0.0289012905671823,4,New Customers,0,1,0.1005145787367108,Platinum,Normal,0.5666678354333733,0,0,Safe
12434.0,0.0050377833753148,0.0014461099370356,0.0018941654667342,2011-09-16 12:38:00,0.1138211382113821,0.0050377833753148,0.0018941654667342,4,New Customers,0,3,0.0626109003177204,Silver,Normal,0.5752874562908145,0,0,Safe
12435.0,0.0125944584382871,0.013499749449879,0.0239644772372338,2011-09-21 09:06:00,0.1070460704607046,0.0125944584382871,0.0239644772372338,4,New Customers,0,3,0.0835340921805323,Gold,Normal,0.5070205779351634,0,0,Safe
12436.0,0.0,0.0005719078847033,0.000871039342919,2011-09-01 12:09:00,0.1341463414634146,0.0,0.000871039342919,4,New Customers,0,3,0.0581056932791702,Silver,Normal,0.5955818455578274,0,0,Safe
12437.0,0.0957178841309823,0.0217842436654393,0.0218258128204508,2011-12-08 11:35:00,0.0013550135501355,0.0957178841309823,0.0218258128204508,1,Churn Risk Customers,0,1,0.1282622650256476,Platinum,Normal,0.49350484264089267,0,0,Safe
12438.0,0.0025188916876574,0.0032108542669774,0.0049982435835721,2011-11-25 13:28:00,0.0176151761517615,0.0025188916876574,0.0049982435835721,4,New Customers,0,3,0.0702273238991522,Gold,Normal,0.5886871853077716,0,0,Safe
12439.0,0.0025188916876574,0.0012990479095405,0.0019620674982683,2010-01-26 12:11:00,0.924119241192412,0.0025188916876574,0.0019620674982683,0,VIP Customers,0,2,0.0075697013109934,Bronze,Normal,0.7534178412513602,1,1,High Risk
12440.0,0.0025188916876574,0.0008987123902481,0.0014737925095332,2010-09-03 13:11:00,0.6246612466124661,0.0025188916876574,0.0014737925095332,0,VIP Customers,0,2,0.0271082832695942,Bronze,Normal,0.6875545890013744,1,1,High Risk
12441.0,0.0,0.0003268045055447,0.0002936397105125,2010-12-08 10:45:00,0.4959349593495935,0.0,0.0002936397105125,0,VIP Customers,0,2,0.0335975203922705,Bronze,Normal,0.6451561649080888,1,1,High Risk
12442.0,0.0,0.0004929301291967,0.0002910750963937,2011-12-06 14:22:00,0.002710027100271,0.0,0.0002910750963937,4,New Customers,0,3,0.0664202957647417,Silver,Normal,0.42337240227420425,0,0,Safe
12443.0,0.0,0.0004929301291967,0.0008302464874726,2009-12-07 15:42:00,0.9905149051490516,0.0,0.0008302464874726,0,VIP Customers,0,2,0.001097522280104,Bronze,Normal,0.8415291766796013,1,1,High Risk
12444.0,0.0100755667506297,0.0031373232532299,0.0086104079029083,2011-11-18 13:23:00,0.02710027100271,0.0100755667506297,0.0086104079029083,4,New Customers,0,3,0.0757539876154584,Gold,Normal,0.54096207781326,0,0,Safe
12445.0,0.0025188916876574,0.0005582910303056,0.0007436176092188,2011-11-17 18:43:00,0.0284552845528455,0.0025188916876574,0.0007436176092188,4,New Customers,0,3,0.066216073556624,Silver,Normal,0.5287127425239415,0,0,Safe
12446.0,0.0,0.0009531798078389,0.0017201159501631,2011-10-13 12:50:00,0.0772357723577235,0.0,0.0017201159501631,4,New Customers,0,3,0.0625386107552858,Silver,Normal,0.5279316501290033,0,0,Safe
12447.0,0.0,0.000514717096233,0.0008150653488635,2011-04-10 13:25:00,0.3279132791327913,0.0,0.0008150653488635,4,New Customers,0,3,0.045169868647073,Bronze,Normal,0.5253607156701943,0,1,High Risk
12448.0,0.0,0.0006590557528486,0.000768523626869,2011-10-26 13:46:00,0.0582655826558265,0.0,0.000768523626869,4,New Customers,0,3,0.0630847146975138,Silver,Normal,0.5099790592275335,0,0,Safe
12449.0,0.0125944584382871,0.0062120089762304,0.008318541046451,2011-11-17 13:46:00,0.0284552845528455,0.0125944584382871,0.008318541046451,4,New Customers,0,3,0.0768278521067767,Gold,Normal,0.5002619727429107,0,0,Safe
12450.0,0.0100755667506297,0.001201006557877,0.0011794643120089,2011-07-06 14:41:00,0.2100271002710027,0.0100755667506297,0.0011794643120089,4,New Customers,0,3,0.0580172089323412,Silver,Normal,0.5275593161528206,0,0,Safe
12451.0,0.017632241813602,0.025485304690734,0.0218025419594536,2011-11-29 08:40:00,0.013550135501355,0.017632241813602,0.0218025419594536,4,New Customers,0,1,0.0913155974763389,Platinum,Normal,0.5023078907948654,0,0,Safe
12452.0,0.0025188916876574,0.0005011002418353,0.0007360270399142,2011-11-23 10:28:00,0.021680216802168,0.0025188916876574,0.0007360270399142,4,New Customers,0,3,0.0666574500986945,Silver,Normal,0.5533746702885086,0,0,Safe
12453.0,0.0,0.0012854310551428,0.0012119781111389,2011-07-28 14:08:00,0.1802168021680217,0.0,0.0012119781111389,4,New Customers,0,3,0.0553376606687092,Silver,Normal,0.7014427953405183,1,0,Safe
12454.0,0.0100755667506297,0.0209754025142159,0.0287044521305221,2011-10-14 17:13:00,0.0745257452574525,0.0100755667506297,0.0287044521305221,4,New Customers,0,1,0.0884907085036586,Platinum,Normal,0.543569651853651,0,0,Safe
12455.0,0.0226700251889168,0.008989847273361,0.0101155954201775,2011-09-27 15:31:00,0.0975609756097561,0.0226700251889168,0.0101155954201775,4,New Customers,0,3,0.0784224587424764,Gold,Normal,0.5580392607038304,0,0,Safe
12456.0,0.0050377833753148,0.004444541275409,0.0054701842179533,2011-10-26 14:41:00,0.0582655826558265,0.0050377833753148,0.0054701842179533,4,New Customers,0,3,0.0691234049376819,Silver,Normal,0.5303137999885259,0,0,Safe
12457.0,0.017632241813602,0.002976644371337,0.0051515352167388,2011-10-04 13:13:00,0.0880758807588075,0.017632241813602,0.0051515352167388,4,New Customers,0,3,0.0726745641155219,Gold,Normal,0.41234333221184527,0,0,Safe
12458.0,0.0075566750629722,0.0026825203163467,0.0030543693545893,2011-09-29 15:25:00,0.0948509485094851,0.0075566750629722,0.0030543693545893,4,New Customers,0,3,0.0659773233168207,Silver,Normal,0.5446487456019866,0,0,Safe
12459.0,0.0,0.0006999063160417,0.0007769748049382,2010-04-13 14:53:00,0.8184281842818428,0.0,0.0007769748049382,0,VIP Customers,0,2,0.0125210082200347,Bronze,Normal,0.7733999771097982,1,1,High Risk
12460.0,0.0,0.0004602496786422,0.0005571581142609,2010-09-09 13:51:00,0.6165311653116531,0.0,0.0005571581142609,0,VIP Customers,0,2,0.0257761396345433,Bronze,Normal,0.8730038661126359,1,1,High Risk
12461.0,0.0025188916876574,0.0007788840715483,0.0014181627589836,2011-09-06 16:57:00,0.1260162601626016,0.0025188916876574,0.0014181627589836,4,New Customers,0,3,0.0602337896336712,Silver,Normal,0.5449631094775579,0,0,Safe
12462.0,0.0025188916876574,0.0014570034205538,0.0020424655690657,2011-11-21 09:11:00,0.024390243902439,0.0025188916876574,0.0020424655690657,4,New Customers,0,3,0.0674968223966894,Silver,Normal,0.5469440464773012,0,0,Safe
12463.0,0.0075566750629722,0.0021106124316433,0.0023095813174505,2011-10-17 13:44:00,0.070460704607046,0.0075566750629722,0.0023095813174505,4,New Customers,0,3,0.0670168782427303,Silver,Normal,0.5369033225474906,0,0,Safe
12464.0,0.017632241813602,0.0003022941676289,0.0020811241147756,2011-11-29 13:33:00,0.0121951219512195,0.017632241813602,0.0020811241147756,4,New Customers,0,3,0.0752979151847849,Gold,Normal,0.4404224861773649,0,0,Safe
12465.0,0.0025188916876574,0.00130177128042,0.0012723928464202,2011-11-22 16:34:00,0.021680216802168,0.0025188916876574,0.0012723928464202,4,New Customers,0,3,0.0671032384371562,Silver,Normal,0.6026913287264705,0,0,Safe
