CustomerID,TotalTransactions,TotalQuantity,TotalSpent,LastPurchaseDate,Recency,Frequency,Monetary
12452.0,2,185,430.57,2011-11-23 10:28:00,16,2,430.57
12453.0,1,473,707.09,2011-07-28 14:08:00,133,1,707.09
12454.0,5,7703,16679.78,2011-10-14 17:13:00,55,5,16679.78
12455.0,10,3302,5879.95,2011-09-27 15:31:00,72,10,5879.95
12456.0,3,1633,3181.04,2011-10-26 14:41:00,43,3,3181.04
12457.0,8,1094,2995.91,2011-10-04 13:13:00,65,8,2995.91
12458.0,4,986,1777.49,2011-09-29 15:25:00,70,4,1777.49
12459.0,1,258,454.36,2010-04-13 14:53:00,604,1,454.36
12460.0,1,170,326.65,2010-09-09 13:51:00,455,1,326.65
12461.0,2,287,826.88,2011-09-06 16:57:00,93,2,826.88
12462.0,2,536,1189.59,2011-11-21 09:11:00,18,2,1189.59
12463.0,4,776,1344.78,2011-10-17 13:44:00,52,4,1344.78
12464.0,8,112,1212.05,2011-11-29 13:33:00,9,8,1212.05
12465.0,2,479,742.1899999999999,2011-11-22 16:34:00,16,2,742.1899999999999
12466.0,1,1,56.73,2010-01-26 16:26:00,681,1,56.73
12467.0,1,129,132.8,2010-10-12 15:41:00,422,1,132.8
12468.0,5,2201,3670.74,2011-06-05 11:36:00,187,5,3670.74
12469.0,2,2552,3070.54,2010-07-05 12:40:00,522,2,3070.54
12470.0,1,95,211.95,2010-01-19 11:01:00,689,1,211.95
12471.0,79,16858,39918.19,2011-12-07 15:43:00,1,79,39918.19
12472.0,19,10378,16249.289999999999,2011-11-07 14:01:00,31,19,16249.289999999999
12473.0,5,2414,3928.0499999999997,2011-11-10 13:46:00,28,5,3928.0499999999997
12474.0,31,7940,12372.75,2011-11-22 14:39:00,16,31,12372.75
12475.0,2,771,1149.64,2011-10-17 10:10:00,53,2,1149.64
12476.0,23,5631,14083.91,2011-11-24 12:40:00,15,23,14083.91
12477.0,9,6119,20276.37,2011-11-17 09:51:00,22,9,20276.37
12478.0,1,236,680.99,2011-12-06 09:56:00,3,1,680.99
12479.0,1,385,527.2,2011-11-28 13:26:00,10,1,527.2
12480.0,7,2952,5464.85,2011-11-11 14:52:00,27,7,5464.85
12481.0,15,7158,12185.51,2011-11-17 08:29:00,22,15,12185.51
12482.0,29,27042,23691.4,2010-05-12 16:51:00,575,29,23691.4
12483.0,19,2160,5097.18,2011-11-22 17:02:00,16,19,5097.18
12484.0,12,3266,6354.1,2011-11-07 11:37:00,32,12,6354.1
12485.0,1,414,708.1,2010-06-28 15:22:00,528,1,708.1
12486.0,1,523,1037.28,2010-10-04 12:14:00,431,1,1037.28
12487.0,1,174,285.29999999999995,2009-12-09 11:36:00,730,1,285.29999999999995
12488.0,3,529,1298.66,2011-11-30 08:50:00,9,3,1298.66
12489.0,1,105,334.93,2011-01-07 13:13:00,335,1,334.93
12490.0,21,5906,9823.64,2011-12-04 16:07:00,4,21,9823.64
12491.0,1,260,460.40000000000003,2011-11-01 12:18:00,38,1,460.40000000000003
12492.0,3,444,715.21,2011-10-07 15:15:00,62,3,715.21
12493.0,2,207,433.74,2011-06-27 10:17:00,165,2,433.74
12494.0,9,979,1815.27,2011-11-24 09:34:00,15,9,1815.27
12495.0,1,130,357.4,2010-03-09 10:53:00,640,1,357.4
12496.0,2,30,45.34,2010-03-29 14:06:00,619,2,45.34
12497.0,3,5685,6248.5,2011-09-19 12:29:00,81,3,6248.5
12498.0,3,159,403.70000000000005,2011-11-18 12:53:00,20,3,403.70000000000005
12499.0,1,302,393.72,2010-05-28 15:12:00,559,1,393.72
12500.0,19,3377,5955.21,2011-11-16 16:20:00,22,19,5955.21
12501.0,1,1783,2169.39,2011-01-07 12:28:00,336,1,2169.39
12502.0,5,820,3723.87,2011-09-05 11:52:00,95,5,3723.87
12503.0,1,561,1126.0,2010-05-04 13:59:00,583,1,1126.0
12504.0,4,458,779.05,2011-11-21 16:02:00,17,4,779.05
12505.0,1,324,955.2,2010-10-27 09:18:00,408,1,955.2
12506.0,1,23,73.5,2011-04-21 08:54:00,232,1,73.5
12507.0,4,1256,1844.06,2011-07-28 17:09:00,133,4,1844.06
12508.0,2,271,397.88,2011-11-13 15:37:00,25,2,397.88
12509.0,1,55,176.5,2011-02-28 14:45:00,283,1,176.5
12510.0,9,2049,5178.02,2011-07-20 10:15:00,142,9,5178.02
12511.0,1,1753,3084.02,2010-10-07 10:39:00,428,1,3084.02
12512.0,2,96,132.18,2011-10-04 14:55:00,65,2,132.18
12513.0,1,462,612.29,2011-08-19 10:51:00,112,1,612.29
12514.0,2,840,1597.76,2011-03-17 16:38:00,266,2,1597.76
12515.0,1,131,383.7,2010-12-21 15:43:00,352,1,383.7
12516.0,4,1952,2648.62,2011-09-23 09:13:00,77,4,2648.62
12517.0,5,1361,2481.6,2011-11-11 14:04:00,27,5,2481.6
12518.0,5,1318,2056.89,2011-12-09 10:13:00,0,5,2056.89
12519.0,2,387,716.54,2011-10-07 09:26:00,63,2,716.54
12520.0,5,1439,2634.26,2011-09-21 15:23:00,78,5,2634.26
12521.0,1,309,599.68,2011-07-20 10:51:00,142,1,599.68
12522.0,2,194,192.72,2011-10-31 15:30:00,38,2,192.72
12523.0,23,2263,4352.35,2011-11-20 12:55:00,18,23,4352.35
12524.0,17,7178,11126.11,2011-11-30 15:31:00,8,17,11126.11
12525.0,3,509,973.73,2010-07-29 16:08:00,497,3,973.73
12526.0,3,632,1316.66,2011-12-09 12:09:00,0,3,1316.66
12527.0,5,526,735.51,2011-09-19 11:55:00,81,5,735.51
12528.0,6,756,1933.48,2011-11-30 14:40:00,8,6,1933.48
12529.0,1,192,316.48,2010-06-29 13:10:00,527,1,316.48
12530.0,9,2713,3759.26,2011-10-11 12:34:00,59,9,3759.26
12531.0,2,1119,1933.2,2011-11-25 11:12:00,14,2,1933.2
12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,29,1,349.83000000000004
12533.0,2,704,1367.89,2010-03-22 10:56:00,627,2,1367.89
12534.0,1,651,1089.18,2011-08-01 10:26:00,130,1,1089.18
12535.0,2,219,716.35,2011-09-09 08:48:00,91,2,716.35
12536.0,3,2803,12601.830000000002,2011-10-27 14:20:00,42,3,12601.830000000002
12537.0,1,449,732.94,2010-10-27 08:36:00,408,1,732.94
12538.0,2,336,640.45,2011-11-10 17:16:00,28,2,640.45
12539.0,7,4535,11214.75,2011-11-17 13:30:00,21,7,11214.75
12540.0,33,11019,22254.49,2011-11-20 11:31:00,19,33,22254.49
12541.0,3,680,981.18,2011-11-10 10:40:00,29,3,981.18
12542.0,2,522,481.88,2010-08-12 19:12:00,483,2,481.88
12543.0,1,688,980.25,2010-09-17 15:51:00,447,1,980.25
12544.0,1,136,372.7,2011-11-03 16:15:00,35,1,372.7
12545.0,2,523,1000.39,2011-09-25 13:39:00,74,2,1000.39
12546.0,2,633,1161.5,2011-10-24 12:09:00,46,2,1161.5
12547.0,3,309,383.58,2011-05-26 12:38:00,197,3,383.58
12548.0,1,49,95.19999999999999,2011-06-26 15:35:00,165,1,95.19999999999999
12549.0,6,1366,1575.68,2010-05-13 12:05:00,575,6,1575.68
12550.0,1,569,964.83,2011-09-21 14:35:00,78,1,964.83
12551.0,1,100,168.0,2010-12-17 11:23:00,357,1,168.0
12552.0,2,88,437.82,2011-11-01 10:02:00,38,2,437.82
12553.0,12,2325,4608.75,2011-12-01 16:38:00,7,12,4608.75
12554.0,1,240,468.5,2010-09-17 12:29:00,448,1,468.5
12555.0,1,1,129.23,2010-01-26 16:26:00,681,1,129.23
12556.0,2,355,599.56,2011-10-20 13:06:00,49,2,599.56
12557.0,8,6382,18096.14,2011-11-23 16:59:00,15,8,18096.14
12558.0,1,196,269.96,2011-12-02 10:41:00,7,1,269.96
12559.0,2,283,561.71,2011-02-02 09:49:00,310,2,561.71
12560.0,3,1110,2134.01,2011-12-04 13:54:00,4,3,2134.01
12561.0,1,177,238.85,2011-02-10 11:39:00,302,1,238.85
12562.0,9,2327,4966.92,2011-12-01 17:20:00,7,9,4966.92
12563.0,1,113,249.24,2010-10-27 09:52:00,408,1,249.24
12564.0,1,133,456.9,2011-03-23 14:55:00,260,1,456.9
12565.0,1,80,145.92,2011-02-24 10:34:00,288,1,145.92
12566.0,1,265,351.65,2011-09-14 14:30:00,85,1,351.65
12567.0,15,5308,11767.48,2011-11-17 11:02:00,22,15,11767.48
12568.0,1,48,70.0,2010-03-05 09:15:00,644,1,70.0
12569.0,32,1801,4124.69,2011-12-07 16:24:00,1,32,4124.69
12570.0,1,1,77.52,2010-01-26 17:28:00,681,1,77.52
12571.0,2,523,519.61,2011-10-31 10:19:00,39,2,519.61
12572.0,2,452,1020.42,2011-12-01 09:20:00,8,2,1020.42
12573.0,5,479,717.41,2011-04-26 15:52:00,226,5,717.41
12574.0,1,61,218.45,2011-01-28 09:20:00,315,1,218.45
12575.0,2,315,622.8199999999999,2010-09-08 13:09:00,456,2,622.8199999999999
12576.0,8,1494,2142.72,2011-11-04 10:11:00,35,8,2142.72
12577.0,8,1191,1617.1,2011-11-04 13:24:00,34,8,1617.1
12578.0,4,2380,4642.45,2011-11-18 13:30:00,20,4,4642.45
12579.0,1,285,440.42,2011-09-22 17:15:00,77,1,440.42
12580.0,2,569,1052.9,2011-04-07 10:24:00,246,2,1052.9
12581.0,1,161,197.71,2011-10-31 08:56:00,39,1,197.71
12582.0,4,985,1980.4,2011-04-15 08:45:00,238,4,1980.4
12583.0,27,8535,13591.58,2011-12-07 08:07:00,2,27,13591.58
12584.0,9,416,2338.15,2011-12-06 09:35:00,3,9,2338.15
12585.0,2,1279,2040.1,2011-04-19 13:39:00,233,2,2040.1
12586.0,4,687,2062.67,2011-11-22 16:24:00,16,4,2062.67
12587.0,1,51,144.0,2011-12-02 12:47:00,7,1,144.0
12588.0,4,438,958.78,2011-10-31 15:01:00,38,4,958.78
12589.0,8,1764,4695.66,2011-11-11 10:19:00,28,8,4695.66
12590.0,2,4283,9864.26,2011-05-12 14:52:00,210,2,9864.26
12591.0,3,653,1338.95,2011-01-26 14:35:00,316,3,1338.95
12592.0,5,1875,2582.66,2011-09-08 15:04:00,91,5,2582.66
12593.0,3,206,418.09999999999997,2011-08-23 12:43:00,108,3,418.09999999999997
12594.0,15,2768,5090.110000000001,2011-11-02 12:20:00,37,15,5090.110000000001
12595.0,1,271,299.02,2010-07-23 09:10:00,504,1,299.02
12596.0,2,474,618.27,2011-10-19 13:02:00,50,2,618.27
12597.0,4,2236,3811.22,2011-11-20 13:33:00,18,4,3811.22
12598.0,11,2906,4534.09,2011-11-30 12:18:00,9,11,4534.09
12599.0,13,2189,2296.72,2011-11-10 13:34:00,28,13,2296.72
12600.0,21,1383,4967.42,2011-11-11 10:29:00,28,21,4967.42
12601.0,6,290,681.26,2011-06-03 10:17:00,189,6,681.26
12602.0,1,162,153.12,2011-10-12 11:22:00,58,1,153.12
12603.0,1,63,739.1999999999999,2011-11-18 10:42:00,21,1,739.1999999999999
12604.0,2,201,254.18,2011-09-21 14:08:00,78,2,254.18
12605.0,4,929,1232.95,2010-11-28 14:18:00,375,4,1232.95
12606.0,1,1,21.0,2010-01-26 16:23:00,681,1,21.0
12607.0,1,1228,1579.51,2011-10-10 16:06:00,59,1,1579.51
12608.0,1,323,415.79,2010-10-31 10:49:00,404,1,415.79
12609.0,9,1553,3435.86,2011-09-22 16:34:00,77,9,3435.86
12610.0,5,1049,2099.54,2011-11-17 09:34:00,22,5,2099.54
12611.0,1,846,1193.32,2011-10-18 13:12:00,51,1,1193.32
12612.0,1,262,704.0400000000001,2011-09-26 15:35:00,73,1,704.0400000000001
12613.0,10,4157,6817.37,2011-10-13 14:59:00,56,10,6817.37
12614.0,1,76,315.6,2011-03-07 10:22:00,277,1,315.6
12615.0,8,3317,5740.98,2011-12-07 15:02:00,1,8,5740.98
12616.0,3,498,1131.1,2011-09-05 15:17:00,94,3,1131.1
12617.0,1,210,352.98,2011-11-10 14:39:00,28,1,352.98
12618.0,1,96,177.31,2011-11-18 11:10:00,21,1,177.31
12619.0,10,3518,3781.38,2011-11-23 14:52:00,15,10,3781.38
12620.0,3,1181,1339.41,2011-11-25 10:20:00,14,3,1339.41
12621.0,35,13706,24311.2,2011-12-08 11:25:00,1,35,24311.2
12622.0,1,69,180.1,2011-04-21 16:39:00,231,1,180.1
12623.0,7,1971,3747.84,2011-03-08 13:50:00,275,7,3747.84
12624.0,2,355,641.13,2011-08-25 15:04:00,105,2,641.13
12625.0,4,3309,5164.88,2011-05-12 09:54:00,211,4,5164.88
12626.0,9,3453,6620.48,2011-11-16 16:06:00,22,9,6620.48
12627.0,7,2752,4478.53,2011-11-29 12:07:00,10,7,4478.53
12628.0,3,448,786.46,2011-12-05 13:15:00,3,3,786.46
12629.0,2,722,1558.22,2010-11-19 09:18:00,385,2,1558.22
12630.0,2,548,1270.88,2011-11-30 10:48:00,9,2,1270.88
12631.0,6,1607,3481.57,2011-10-13 13:53:00,56,6,3481.57
12632.0,2,694,804.88,2010-07-07 09:39:00,520,2,804.88
12633.0,7,3238,5678.16,2011-10-12 11:40:00,58,7,5678.16
12634.0,2,337,490.0,2010-06-22 10:05:00,535,2,490.0
12635.0,4,1949,2930.41,2011-09-11 11:04:00,89,4,2930.41
12636.0,1,1,141.0,2009-12-01 09:55:00,738,1,141.0
12637.0,12,4257,8283.81,2011-10-03 13:46:00,66,12,8283.81
12638.0,2,663,921.49,2011-11-06 13:11:00,32,2,921.49
12639.0,3,631,1312.37,2011-04-15 12:48:00,238,3,1312.37
12640.0,3,311,1174.58,2011-11-16 11:52:00,23,3,1174.58
12641.0,1,72,185.9,2011-08-16 13:26:00,114,1,185.9
12642.0,3,552,1013.26,2011-11-14 15:03:00,24,3,1013.26
12643.0,12,4665,8304.82,2011-08-03 12:56:00,127,12,8304.82
12644.0,4,1032,1918.49,2011-08-02 10:33:00,129,4,1918.49
12645.0,8,2125,3539.3,2011-11-06 12:38:00,33,8,3539.3
12646.0,2,897,1346.97,2011-12-05 10:14:00,4,2,1346.97
12647.0,36,6633,16955.55,2011-11-17 12:56:00,21,36,16955.55
12648.0,4,518,1112.0,2011-07-08 11:55:00,154,4,1112.0
12649.0,8,1959,2294.65,2011-08-24 14:41:00,106,8,2294.65
12650.0,1,254,314.44,2011-12-06 16:34:00,2,1,314.44
12651.0,4,265,377.75,2011-01-09 12:46:00,334,4,377.75
12652.0,2,536,1017.03,2011-01-12 15:00:00,330,2,1017.03
12653.0,3,1681,4160.83,2011-07-14 10:41:00,148,3,4160.83
12654.0,5,264,601.98,2011-11-29 10:10:00,10,5,601.98
12655.0,1,80,261.35,2010-10-12 09:17:00,423,1,261.35
12656.0,8,2860,6407.83,2011-11-22 13:42:00,16,8,6407.83
12657.0,4,1044,1643.18,2011-11-28 15:47:00,10,4,1643.18
12658.0,1,320,686.05,2011-11-21 10:22:00,18,1,686.05
12659.0,1,105,91.68,2011-11-10 11:53:00,29,1,91.68
12660.0,1,127,245.1,2011-11-28 13:26:00,10,1,245.1
12661.0,1,216,162.0,2010-09-29 16:46:00,435,1,162.0
12662.0,20,3424,6726.54,2011-12-09 11:59:00,0,20,6726.54
12663.0,2,181,239.4,2010-03-25 09:40:00,624,2,239.4
12664.0,11,1495,6070.04,2011-12-01 17:07:00,7,11,6070.04
12665.0,3,165,313.6,2011-01-19 08:34:00,324,3,313.6
12666.0,1,370,1248.42,2010-11-10 16:40:00,393,1,1248.42
12667.0,1,395,620.13,2011-10-12 17:00:00,57,1,620.13
12668.0,10,5049,11383.03,2011-11-28 10:56:00,11,10,11383.03
12669.0,3,1115,2744.0299999999997,2011-07-12 09:54:00,150,3,2744.0299999999997
12670.0,7,1627,3760.29,2011-11-29 15:23:00,9,7,3760.29
12671.0,1,1460,2622.481,2010-04-12 16:30:00,605,1,2622.481
12672.0,2,138,437.05,2011-01-14 09:20:00,329,2,437.05
12673.0,3,700,1230.02,2011-12-04 13:55:00,4,3,1230.02
12674.0,4,1133,1970.6,2011-11-01 12:12:00,38,4,1970.6
12675.0,2,336,957.25,2010-06-04 09:49:00,553,2,957.25
12676.0,11,1867,2843.09,2011-11-15 12:25:00,24,11,2843.09
12677.0,2,176,395.1,2010-06-02 14:30:00,554,2,395.1
12678.0,21,22372,34281.18,2011-10-28 13:04:00,41,21,34281.18
12679.0,4,554,1113.02,2011-10-12 12:30:00,58,4,1113.02
12680.0,4,444,880.81,2011-12-09 12:50:00,0,4,880.81
12681.0,45,17011,29834.76,2011-11-25 11:33:00,14,45,29834.76
12682.0,52,10522,22950.22,2011-12-06 10:00:00,3,52,22950.22
12683.0,21,7019,11633.7,2011-12-05 16:31:00,3,21,11633.7
12684.0,7,1985,2283.63,2011-12-02 09:53:00,7,7,2283.63
12685.0,6,1523,2863.08,2011-11-11 13:46:00,27,6,2863.08
12686.0,1,107,89.14,2010-12-03 09:51:00,371,1,89.14
12687.0,2,1403,2138.91,2010-08-16 12:12:00,480,2,2138.91
12688.0,1,3028,4873.8099999999995,2011-08-18 08:49:00,113,1,4873.8099999999995
12689.0,2,628,1247.61,2011-11-14 08:31:00,25,2,1247.61
12690.0,1,106,389.01,2011-05-18 09:09:00,205,1,389.01
12691.0,7,445,1170.4,2011-11-11 16:49:00,27,7,1170.4
12692.0,1,36,110.95,2010-03-12 14:02:00,636,1,110.95
12693.0,7,536,1703.02,2011-08-04 17:51:00,126,7,1703.02
12694.0,3,1355,1843.35,2011-09-30 13:06:00,69,3,1843.35
12695.0,7,454,1407.1200000000001,2011-12-02 13:22:00,6,7,1407.1200000000001
12696.0,2,564,851.91,2010-10-01 10:43:00,434,2,851.91
12697.0,3,508,957.59,2011-11-11 08:47:00,28,3,957.59
12698.0,1,111,339.75,2010-04-28 15:51:00,589,1,339.75
12699.0,1,373,638.11,2010-10-18 12:07:00,417,1,638.11
12700.0,4,2967,4939.99,2011-12-02 10:47:00,7,4,4939.99
12701.0,6,1727,2446.41,2011-09-21 10:47:00,79,6,2446.41
12702.0,1,53,219.0,2011-11-20 10:36:00,19,1,219.0
12703.0,4,595,1006.53,2011-09-29 17:52:00,70,4,1006.53
12704.0,8,1006,2340.84,2011-12-02 13:15:00,6,8,2340.84
12705.0,14,7188,11762.1,2011-11-24 13:17:00,14,14,11762.1
12707.0,1,256,603.42,2011-02-21 08:38:00,291,1,603.42
12708.0,18,2432,5117.66,2011-11-10 09:52:00,29,18,5117.66
12709.0,34,13772,30291.76,2011-11-24 15:38:00,14,34,30291.76
12710.0,3,851,1149.02,2011-09-04 12:00:00,96,3,1149.02
12711.0,2,770,1339.05,2010-04-07 11:59:00,611,2,1339.05
12712.0,21,2205,6723.03,2011-11-11 08:19:00,28,21,6723.03
12713.0,1,508,848.55,2011-12-09 12:16:00,0,1,848.55
12714.0,12,8774,14093.71,2011-11-30 15:43:00,8,12,14093.71
12715.0,1,192,343.36,2011-08-25 15:22:00,105,1,343.36
12716.0,2,708,1053.49,2011-12-06 08:55:00,3,2,1053.49
12717.0,3,600,1308.91,2011-07-11 14:47:00,150,3,1308.91
12718.0,1,203,238.25,2011-09-29 16:38:00,70,1,238.25
12719.0,2,374,644.95,2011-12-04 13:45:00,4,2,644.95
12720.0,30,6018,7787.28,2011-12-07 08:03:00,2,30,7787.28
12721.0,8,2655,4013.08,2011-11-08 12:13:00,31,8,4013.08
12722.0,4,566,997.63,2011-09-15 14:50:00,84,4,997.63
12723.0,5,434,725.07,2011-12-06 10:19:00,3,5,725.07
12724.0,7,1379,2317.52,2011-12-04 16:02:00,4,7,2317.52
12725.0,4,1142,2266.76,2010-12-03 15:45:00,370,4,2266.76
12726.0,11,4618,4014.6,2011-11-11 13:35:00,27,11,4014.6
12727.0,10,2832,5679.53,2011-11-29 11:46:00,10,10,5679.53
12728.0,5,543,1070.17,2011-09-29 15:31:00,70,5,1070.17
12729.0,1,233,453.01,2011-08-18 11:40:00,113,1,453.01
12730.0,1,234,829.25,2010-07-06 12:19:00,521,1,829.25
12731.0,17,11641,25775.71,2011-11-16 11:59:00,23,17,25775.71
