CustomerID,TotalTransactions,TotalQuantity,TotalSpent,LastPurchaseDate,Recency,Frequency,Monetary,Cluster,Persona
12376.0,2,240,503.15,2010-11-15 12:15:00,389,2,503.15,0,VIP Customers
12377.0,4,2105,3426.32,2011-01-28 15:45:00,314,4,3426.32,0,VIP Customers
12378.0,2,3316,5416.32,2011-08-02 10:34:00,129,2,5416.32,4,New Customers
12379.0,4,815,1620.22,2011-09-19 10:09:00,81,4,1620.22,4,New Customers
12380.0,11,3355,9676.3,2011-11-18 11:27:00,21,11,9676.3,4,New Customers
12381.0,5,808,1845.31,2011-12-05 12:44:00,4,5,1845.31,4,New Customers
12383.0,5,1532,1850.56,2011-06-08 08:02:00,184,5,1850.56,4,New Customers
12384.0,2,126,585.27,2011-11-11 08:39:00,28,2,585.27,4,New Customers
12385.0,1,612,1938.4,2010-11-25 15:14:00,378,1,1938.4,0,VIP Customers
12386.0,2,354,401.9,2011-01-06 12:37:00,337,2,401.9,0,VIP Customers
12387.0,1,134,143.94,2010-10-20 16:27:00,414,1,143.94,0,VIP Customers
12388.0,8,2001,3901.11,2011-11-24 12:30:00,15,8,3901.11,4,New Customers
12389.0,3,614,1433.33,2010-11-02 11:52:00,402,3,1433.33,0,VIP Customers
12390.0,1,353,549.84,2011-09-21 09:33:00,79,1,549.84,4,New Customers
12391.0,6,1204,2724.84,2011-11-18 12:07:00,21,6,2724.84,4,New Customers
12392.0,1,73,234.75000000000003,2010-04-27 14:04:00,590,1,234.75000000000003,0,VIP Customers
12393.0,6,1311,2399.4500000000003,2011-09-28 15:41:00,71,6,2399.4500000000003,4,New Customers
12394.0,2,819,1272.48,2011-10-07 08:08:00,63,2,1272.48,4,New Customers
12395.0,15,3205,4721.17,2011-11-20 15:21:00,18,15,4721.17,4,New Customers
12396.0,1,591,931.43,2010-02-03 13:22:00,673,1,931.43,0,VIP Customers
12397.0,2,1263,2409.9,2011-11-04 09:52:00,35,2,2409.9,4,New Customers
12398.0,1,1394,1635.66,2011-10-25 10:27:00,45,1,1635.66,4,New Customers
12399.0,7,2198,1962.3,2011-08-12 13:15:00,118,7,1962.3,4,New Customers
12400.0,1,91,205.25,2010-10-21 13:45:00,413,1,205.25,0,VIP Customers
12401.0,1,11,84.3,2011-02-09 13:50:00,302,1,84.3,0,VIP Customers
12402.0,6,584,1256.9,2011-01-20 13:49:00,322,6,1256.9,0,VIP Customers
12403.0,2,260,1019.36,2011-10-21 10:51:00,49,2,1019.36,4,New Customers
12404.0,1,1,63.24,2010-01-26 16:25:00,681,1,63.24,0,VIP Customers
12405.0,1,857,1710.39,2011-07-14 08:52:00,148,1,1710.39,4,New Customers
12406.0,5,3416,6390.36,2011-11-17 19:22:00,21,5,6390.36,4,New Customers
12407.0,5,1416,1708.12,2011-10-21 10:11:00,49,5,1708.12,4,New Customers
12408.0,8,2229,4340.77,2011-11-07 12:27:00,32,8,4340.77,4,New Customers
12409.0,7,13143,23419.29,2011-09-22 10:38:00,78,7,23419.29,4,New Customers
12410.0,3,341,1013.71,2011-02-04 10:39:00,308,3,1013.71,0,VIP Customers
12411.0,1,138,346.9,2010-10-26 09:25:00,409,1,346.9,0,VIP Customers
12412.0,6,1997,2596.93,2011-09-26 10:16:00,74,6,2596.93,4,New Customers
12413.0,4,319,999.45,2011-10-04 09:00:00,66,4,999.45,4,New Customers
12414.0,6,495,952.41,2011-05-06 14:51:00,216,6,952.41,4,New Customers
12415.0,28,91447,144458.37,2011-11-15 14:22:00,23,28,144458.37,2,Regular Customers
12416.0,1,132,202.56,2010-02-21 10:19:00,656,1,202.56,0,VIP Customers
12417.0,20,2884,6797.41,2011-12-06 14:52:00,2,20,6797.41,1,Churn Risk Customers
12418.0,4,1088,2021.2,2011-08-19 11:08:00,112,4,2021.2,4,New Customers
12419.0,2,231,503.01,2010-11-19 10:04:00,385,2,503.01,0,VIP Customers
12420.0,1,345,600.39,2011-10-07 08:55:00,63,1,600.39,4,New Customers
12421.0,6,652,1098.6,2011-11-24 09:07:00,15,6,1098.6,4,New Customers
12422.0,17,2596,5231.8,2011-09-05 09:48:00,95,17,5231.8,4,New Customers
12423.0,10,1793,2622.39,2011-12-09 10:10:00,0,10,2622.39,4,New Customers
12424.0,4,2025,3340.03,2011-06-30 12:06:00,162,4,3340.03,4,New Customers
12425.0,2,1147,1741.41,2011-09-22 17:31:00,77,2,1741.41,4,New Customers
12426.0,2,584,1345.21,2011-05-29 12:26:00,194,2,1345.21,4,New Customers
12427.0,3,533,825.8,2011-11-18 08:56:00,21,3,825.8,4,New Customers
12428.0,9,3536,7956.46,2011-11-14 08:22:00,25,9,7956.46,4,New Customers
12429.0,8,2890,6204.41,2011-11-30 17:22:00,8,8,6204.41,4,New Customers
12430.0,1,117,256.4,2011-10-27 15:09:00,42,1,256.4,4,New Customers
12431.0,27,4600,10432.22,2011-11-04 11:55:00,35,27,10432.22,1,Churn Risk Customers
12432.0,5,1801,5059.32,2011-10-28 11:43:00,42,5,5059.32,4,New Customers
12433.0,10,13534,16794.14,2011-12-09 10:02:00,0,10,16794.14,4,New Customers
12434.0,3,532,1103.43,2011-09-16 12:38:00,84,3,1103.43,4,New Customers
12435.0,6,4958,13925.93,2011-09-21 09:06:00,79,6,13925.93,4,New Customers
12436.0,1,211,509.01,2011-09-01 12:09:00,99,1,509.01,4,New Customers
12437.0,39,8000,12683.4,2011-12-08 11:35:00,1,39,12683.4,1,Churn Risk Customers
12438.0,2,1180,2906.85,2011-11-25 13:28:00,13,2,2906.85,4,New Customers
12439.0,2,478,1142.88,2010-01-26 12:11:00,682,2,1142.88,0,VIP Customers
12440.0,2,331,859.2,2010-09-03 13:11:00,461,2,859.2,0,VIP Customers
12441.0,1,121,173.55,2010-12-08 10:45:00,366,1,173.55,0,VIP Customers
12442.0,1,182,172.06,2011-12-06 14:22:00,2,1,172.06,4,New Customers
12443.0,1,182,485.31,2009-12-07 15:42:00,731,1,485.31,0,VIP Customers
12444.0,5,1153,5005.46,2011-11-18 13:23:00,20,5,5005.46,4,New Customers
12445.0,2,206,434.98,2011-11-17 18:43:00,21,2,434.98,4,New Customers
12446.0,1,351,1002.31,2011-10-13 12:50:00,57,1,1002.31,4,New Customers
12447.0,1,190,476.49,2011-04-10 13:25:00,242,1,476.49,4,New Customers
12448.0,1,243,449.45,2011-10-26 13:46:00,43,1,449.45,4,New Customers
12449.0,6,2282,4835.89,2011-11-17 13:46:00,21,6,4835.89,4,New Customers
12450.0,5,442,688.2,2011-07-06 14:41:00,155,5,688.2,4,New Customers
12451.0,8,9359,12669.88,2011-11-29 08:40:00,10,8,12669.88,4,New Customers
12452.0,2,185,430.57,2011-11-23 10:28:00,16,2,430.57,4,New Customers
12453.0,1,473,707.09,2011-07-28 14:08:00,133,1,707.09,4,New Customers
12454.0,5,7703,16679.78,2011-10-14 17:13:00,55,5,16679.78,4,New Customers
12455.0,10,3302,5879.95,2011-09-27 15:31:00,72,10,5879.95,4,New Customers
12456.0,3,1633,3181.04,2011-10-26 14:41:00,43,3,3181.04,4,New Customers
12457.0,8,1094,2995.91,2011-10-04 13:13:00,65,8,2995.91,4,New Customers
12458.0,4,986,1777.49,2011-09-29 15:25:00,70,4,1777.49,4,New Customers
12459.0,1,258,454.36,2010-04-13 14:53:00,604,1,454.36,0,VIP Customers
12460.0,1,170,326.65,2010-09-09 13:51:00,455,1,326.65,0,VIP Customers
12461.0,2,287,826.88,2011-09-06 16:57:00,93,2,826.88,4,New Customers
12462.0,2,536,1189.59,2011-11-21 09:11:00,18,2,1189.59,4,New Customers
12463.0,4,776,1344.78,2011-10-17 13:44:00,52,4,1344.78,4,New Customers
12464.0,8,112,1212.05,2011-11-29 13:33:00,9,8,1212.05,4,New Customers
12465.0,2,479,742.1899999999999,2011-11-22 16:34:00,16,2,742.1899999999999,4,New Customers
12466.0,1,1,56.73,2010-01-26 16:26:00,681,1,56.73,0,VIP Customers
12467.0,1,129,132.8,2010-10-12 15:41:00,422,1,132.8,0,VIP Customers
12468.0,5,2201,3670.74,2011-06-05 11:36:00,187,5,3670.74,4,New Customers
12469.0,2,2552,3070.54,2010-07-05 12:40:00,522,2,3070.54,0,VIP Customers
12470.0,1,95,211.95,2010-01-19 11:01:00,689,1,211.95,0,VIP Customers
12471.0,79,16858,39918.19,2011-12-07 15:43:00,1,79,39918.19,1,Churn Risk Customers
12472.0,19,10378,16249.29,2011-11-07 14:01:00,31,19,16249.29,1,Churn Risk Customers
12473.0,5,2414,3928.05,2011-11-10 13:46:00,28,5,3928.05,4,New Customers
12474.0,31,7940,12372.75,2011-11-22 14:39:00,16,31,12372.75,1,Churn Risk Customers
12475.0,2,771,1149.64,2011-10-17 10:10:00,53,2,1149.64,4,New Customers
12476.0,23,5631,14083.91,2011-11-24 12:40:00,15,23,14083.91,1,Churn Risk Customers
12477.0,9,6119,20276.37,2011-11-17 09:51:00,22,9,20276.37,4,New Customers
12478.0,1,236,680.99,2011-12-06 09:56:00,3,1,680.99,4,New Customers
12479.0,1,385,527.2,2011-11-28 13:26:00,10,1,527.2,4,New Customers
12480.0,7,2952,5464.85,2011-11-11 14:52:00,27,7,5464.85,4,New Customers
12481.0,15,7158,12185.51,2011-11-17 08:29:00,22,15,12185.51,1,Churn Risk Customers
12482.0,29,27042,23691.4,2010-05-12 16:51:00,575,29,23691.4,0,VIP Customers
12483.0,19,2160,5097.18,2011-11-22 17:02:00,16,19,5097.18,1,Churn Risk Customers
12484.0,12,3266,6354.1,2011-11-07 11:37:00,32,12,6354.1,4,New Customers
12485.0,1,414,708.1,2010-06-28 15:22:00,528,1,708.1,0,VIP Customers
12486.0,1,523,1037.28,2010-10-04 12:14:00,431,1,1037.28,0,VIP Customers
12487.0,1,174,285.29999999999995,2009-12-09 11:36:00,730,1,285.29999999999995,0,VIP Customers
12488.0,3,529,1298.66,2011-11-30 08:50:00,9,3,1298.66,4,New Customers
12489.0,1,105,334.93,2011-01-07 13:13:00,335,1,334.93,0,VIP Customers
12490.0,21,5906,9823.64,2011-12-04 16:07:00,4,21,9823.64,1,Churn Risk Customers
12491.0,1,260,460.4,2011-11-01 12:18:00,38,1,460.4,4,New Customers
12492.0,3,444,715.21,2011-10-07 15:15:00,62,3,715.21,4,New Customers
12493.0,2,207,433.74,2011-06-27 10:17:00,165,2,433.74,4,New Customers
12494.0,9,979,1815.27,2011-11-24 09:34:00,15,9,1815.27,4,New Customers
12495.0,1,130,357.4,2010-03-09 10:53:00,640,1,357.4,0,VIP Customers
12496.0,2,30,45.34,2010-03-29 14:06:00,619,2,45.34,0,VIP Customers
12497.0,3,5685,6248.5,2011-09-19 12:29:00,81,3,6248.5,4,New Customers
12498.0,3,159,403.7000000000001,2011-11-18 12:53:00,20,3,403.7000000000001,4,New Customers
12499.0,1,302,393.72,2010-05-28 15:12:00,559,1,393.72,0,VIP Customers
12500.0,19,3377,5955.21,2011-11-16 16:20:00,22,19,5955.21,1,Churn Risk Customers
12501.0,1,1783,2169.39,2011-01-07 12:28:00,336,1,2169.39,0,VIP Customers
12502.0,5,820,3723.87,2011-09-05 11:52:00,95,5,3723.87,4,New Customers
12503.0,1,561,1126.0,2010-05-04 13:59:00,583,1,1126.0,0,VIP Customers
12504.0,4,458,779.05,2011-11-21 16:02:00,17,4,779.05,4,New Customers
12505.0,1,324,955.2,2010-10-27 09:18:00,408,1,955.2,0,VIP Customers
12506.0,1,23,73.5,2011-04-21 08:54:00,232,1,73.5,4,New Customers
12507.0,4,1256,1844.06,2011-07-28 17:09:00,133,4,1844.06,4,New Customers
12508.0,2,271,397.88,2011-11-13 15:37:00,25,2,397.88,4,New Customers
12509.0,1,55,176.5,2011-02-28 14:45:00,283,1,176.5,0,VIP Customers
12510.0,9,2049,5178.02,2011-07-20 10:15:00,142,9,5178.02,4,New Customers
12511.0,1,1753,3084.02,2010-10-07 10:39:00,428,1,3084.02,0,VIP Customers
12512.0,2,96,132.18,2011-10-04 14:55:00,65,2,132.18,4,New Customers
12513.0,1,462,612.29,2011-08-19 10:51:00,112,1,612.29,4,New Customers
12514.0,2,840,1597.76,2011-03-17 16:38:00,266,2,1597.76,4,New Customers
12515.0,1,131,383.7,2010-12-21 15:43:00,352,1,383.7,0,VIP Customers
12516.0,4,1952,2648.62,2011-09-23 09:13:00,77,4,2648.62,4,New Customers
12517.0,5,1361,2481.6,2011-11-11 14:04:00,27,5,2481.6,4,New Customers
12518.0,5,1318,2056.89,2011-12-09 10:13:00,0,5,2056.89,4,New Customers
12519.0,2,387,716.54,2011-10-07 09:26:00,63,2,716.54,4,New Customers
12520.0,5,1439,2634.26,2011-09-21 15:23:00,78,5,2634.26,4,New Customers
12521.0,1,309,599.68,2011-07-20 10:51:00,142,1,599.68,4,New Customers
12522.0,2,194,192.72,2011-10-31 15:30:00,38,2,192.72,4,New Customers
12523.0,23,2263,4352.35,2011-11-20 12:55:00,18,23,4352.35,1,Churn Risk Customers
12524.0,17,7178,11126.11,2011-11-30 15:31:00,8,17,11126.11,1,Churn Risk Customers
12525.0,3,509,973.73,2010-07-29 16:08:00,497,3,973.73,0,VIP Customers
12526.0,3,632,1316.66,2011-12-09 12:09:00,0,3,1316.66,4,New Customers
12527.0,5,526,735.51,2011-09-19 11:55:00,81,5,735.51,4,New Customers
12528.0,6,756,1933.48,2011-11-30 14:40:00,8,6,1933.48,4,New Customers
12529.0,1,192,316.48,2010-06-29 13:10:00,527,1,316.48,0,VIP Customers
12530.0,9,2713,3759.26,2011-10-11 12:34:00,59,9,3759.26,4,New Customers
12531.0,2,1119,1933.2,2011-11-25 11:12:00,14,2,1933.2,4,New Customers
12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,29,1,349.83000000000004,4,New Customers
12533.0,2,704,1367.89,2010-03-22 10:56:00,627,2,1367.89,0,VIP Customers
12534.0,1,651,1089.18,2011-08-01 10:26:00,130,1,1089.18,4,New Customers
12535.0,2,219,716.35,2011-09-09 08:48:00,91,2,716.35,4,New Customers
12536.0,3,2803,12601.830000000002,2011-10-27 14:20:00,42,3,12601.830000000002,4,New Customers
12537.0,1,449,732.94,2010-10-27 08:36:00,408,1,732.94,0,VIP Customers
12538.0,2,336,640.45,2011-11-10 17:16:00,28,2,640.45,4,New Customers
12539.0,7,4535,11214.75,2011-11-17 13:30:00,21,7,11214.75,4,New Customers
12540.0,33,11019,22254.49,2011-11-20 11:31:00,19,33,22254.49,1,Churn Risk Customers
12541.0,3,680,981.18,2011-11-10 10:40:00,29,3,981.18,4,New Customers
12542.0,2,522,481.88,2010-08-12 19:12:00,483,2,481.88,0,VIP Customers
12543.0,1,688,980.25,2010-09-17 15:51:00,447,1,980.25,0,VIP Customers
12544.0,1,136,372.7,2011-11-03 16:15:00,35,1,372.7,4,New Customers
12545.0,2,523,1000.39,2011-09-25 13:39:00,74,2,1000.39,4,New Customers
12546.0,2,633,1161.5,2011-10-24 12:09:00,46,2,1161.5,4,New Customers
12547.0,3,309,383.58,2011-05-26 12:38:00,197,3,383.58,4,New Customers
12548.0,1,49,95.2,2011-06-26 15:35:00,165,1,95.2,4,New Customers
12549.0,6,1366,1575.68,2010-05-13 12:05:00,575,6,1575.68,0,VIP Customers
12550.0,1,569,964.83,2011-09-21 14:35:00,78,1,964.83,4,New Customers
12551.0,1,100,168.0,2010-12-17 11:23:00,357,1,168.0,0,VIP Customers
12552.0,2,88,437.82,2011-11-01 10:02:00,38,2,437.82,4,New Customers
12553.0,12,2325,4608.75,2011-12-01 16:38:00,7,12,4608.75,4,New Customers
12554.0,1,240,468.5,2010-09-17 12:29:00,448,1,468.5,0,VIP Customers
12555.0,1,1,129.23,2010-01-26 16:26:00,681,1,129.23,0,VIP Customers
12556.0,2,355,599.56,2011-10-20 13:06:00,49,2,599.56,4,New Customers
12557.0,8,6382,18096.14,2011-11-23 16:59:00,15,8,18096.14,4,New Customers
12558.0,1,196,269.96,2011-12-02 10:41:00,7,1,269.96,4,New Customers
12559.0,2,283,561.71,2011-02-02 09:49:00,310,2,561.71,0,VIP Customers
12560.0,3,1110,2134.01,2011-12-04 13:54:00,4,3,2134.01,4,New Customers
12561.0,1,177,238.85,2011-02-10 11:39:00,302,1,238.85,0,VIP Customers
12562.0,9,2327,4966.92,2011-12-01 17:20:00,7,9,4966.92,4,New Customers
12563.0,1,113,249.24,2010-10-27 09:52:00,408,1,249.24,0,VIP Customers
12564.0,1,133,456.9,2011-03-23 14:55:00,260,1,456.9,4,New Customers
12565.0,1,80,145.92,2011-02-24 10:34:00,288,1,145.92,0,VIP Customers
12566.0,1,265,351.65,2011-09-14 14:30:00,85,1,351.65,4,New Customers
12567.0,15,5308,11767.48,2011-11-17 11:02:00,22,15,11767.48,1,Churn Risk Customers
12568.0,1,48,70.0,2010-03-05 09:15:00,644,1,70.0,0,VIP Customers
12569.0,32,1801,4124.69,2011-12-07 16:24:00,1,32,4124.69,1,Churn Risk Customers
12570.0,1,1,77.52,2010-01-26 17:28:00,681,1,77.52,0,VIP Customers
12571.0,2,523,519.61,2011-10-31 10:19:00,39,2,519.61,4,New Customers
12572.0,2,452,1020.42,2011-12-01 09:20:00,8,2,1020.42,4,New Customers
12573.0,5,479,717.41,2011-04-26 15:52:00,226,5,717.41,4,New Customers
12574.0,1,61,218.45,2011-01-28 09:20:00,315,1,218.45,0,VIP Customers
12575.0,2,315,622.8199999999999,2010-09-08 13:09:00,456,2,622.8199999999999,0,VIP Customers
12576.0,8,1494,2142.72,2011-11-04 10:11:00,35,8,2142.72,4,New Customers
12577.0,8,1191,1617.1,2011-11-04 13:24:00,34,8,1617.1,4,New Customers
12578.0,4,2380,4642.45,2011-11-18 13:30:00,20,4,4642.45,4,New Customers
12579.0,1,285,440.42,2011-09-22 17:15:00,77,1,440.42,4,New Customers
12580.0,2,569,1052.9,2011-04-07 10:24:00,246,2,1052.9,4,New Customers
12581.0,1,161,197.71,2011-10-31 08:56:00,39,1,197.71,4,New Customers
12582.0,4,985,1980.4,2011-04-15 08:45:00,238,4,1980.4,4,New Customers
12583.0,27,8535,13591.58,2011-12-07 08:07:00,2,27,13591.58,1,Churn Risk Customers
12584.0,9,416,2338.15,2011-12-06 09:35:00,3,9,2338.15,4,New Customers
12585.0,2,1279,2040.1,2011-04-19 13:39:00,233,2,2040.1,4,New Customers
12586.0,4,687,2062.67,2011-11-22 16:24:00,16,4,2062.67,4,New Customers
12587.0,1,51,144.0,2011-12-02 12:47:00,7,1,144.0,4,New Customers
12588.0,4,438,958.78,2011-10-31 15:01:00,38,4,958.78,4,New Customers
12589.0,8,1764,4695.66,2011-11-11 10:19:00,28,8,4695.66,4,New Customers
12590.0,2,4283,9864.26,2011-05-12 14:52:00,210,2,9864.26,4,New Customers
12591.0,3,653,1338.95,2011-01-26 14:35:00,316,3,1338.95,0,VIP Customers
12592.0,5,1875,2582.66,2011-09-08 15:04:00,91,5,2582.66,4,New Customers
12593.0,3,206,418.1,2011-08-23 12:43:00,108,3,418.1,4,New Customers
12594.0,15,2768,5090.110000000001,2011-11-02 12:20:00,37,15,5090.110000000001,4,New Customers
12595.0,1,271,299.02,2010-07-23 09:10:00,504,1,299.02,0,VIP Customers
12596.0,2,474,618.27,2011-10-19 13:02:00,50,2,618.27,4,New Customers
12597.0,4,2236,3811.22,2011-11-20 13:33:00,18,4,3811.22,4,New Customers
12598.0,11,2906,4534.09,2011-11-30 12:18:00,9,11,4534.09,4,New Customers
12599.0,13,2189,2296.72,2011-11-10 13:34:00,28,13,2296.72,4,New Customers
12600.0,21,1383,4967.42,2011-11-11 10:29:00,28,21,4967.42,1,Churn Risk Customers
12601.0,6,290,681.26,2011-06-03 10:17:00,189,6,681.26,4,New Customers
12602.0,1,162,153.12,2011-10-12 11:22:00,58,1,153.12,4,New Customers
12603.0,1,63,739.1999999999999,2011-11-18 10:42:00,21,1,739.1999999999999,4,New Customers
12604.0,2,201,254.18,2011-09-21 14:08:00,78,2,254.18,4,New Customers
12605.0,4,929,1232.95,2010-11-28 14:18:00,375,4,1232.95,0,VIP Customers
12606.0,1,1,21.0,2010-01-26 16:23:00,681,1,21.0,0,VIP Customers
12607.0,1,1228,1579.51,2011-10-10 16:06:00,59,1,1579.51,4,New Customers
12608.0,1,323,415.79,2010-10-31 10:49:00,404,1,415.79,0,VIP Customers
12609.0,9,1553,3435.86,2011-09-22 16:34:00,77,9,3435.86,4,New Customers
12610.0,5,1049,2099.54,2011-11-17 09:34:00,22,5,2099.54,4,New Customers
12611.0,1,846,1193.32,2011-10-18 13:12:00,51,1,1193.32,4,New Customers
12612.0,1,262,704.0400000000001,2011-09-26 15:35:00,73,1,704.0400000000001,4,New Customers
12613.0,10,4157,6817.37,2011-10-13 14:59:00,56,10,6817.37,4,New Customers
12614.0,1,76,315.6,2011-03-07 10:22:00,277,1,315.6,0,VIP Customers
12615.0,8,3317,5740.98,2011-12-07 15:02:00,1,8,5740.98,4,New Customers
12616.0,3,498,1131.1,2011-09-05 15:17:00,94,3,1131.1,4,New Customers
12617.0,1,210,352.98,2011-11-10 14:39:00,28,1,352.98,4,New Customers
12618.0,1,96,177.31,2011-11-18 11:10:00,21,1,177.31,4,New Customers
12619.0,10,3518,3781.38,2011-11-23 14:52:00,15,10,3781.38,4,New Customers
12620.0,3,1181,1339.41,2011-11-25 10:20:00,14,3,1339.41,4,New Customers
12621.0,35,13706,24311.2,2011-12-08 11:25:00,1,35,24311.2,1,Churn Risk Customers
12622.0,1,69,180.1,2011-04-21 16:39:00,231,1,180.1,4,New Customers
12623.0,7,1971,3747.84,2011-03-08 13:50:00,275,7,3747.84,4,New Customers
12624.0,2,355,641.13,2011-08-25 15:04:00,105,2,641.13,4,New Customers
12625.0,4,3309,5164.88,2011-05-12 09:54:00,211,4,5164.88,4,New Customers
12626.0,9,3453,6620.48,2011-11-16 16:06:00,22,9,6620.48,4,New Customers
12627.0,7,2752,4478.53,2011-11-29 12:07:00,10,7,4478.53,4,New Customers
12628.0,3,448,786.46,2011-12-05 13:15:00,3,3,786.46,4,New Customers
12629.0,2,722,1558.22,2010-11-19 09:18:00,385,2,1558.22,0,VIP Customers
12630.0,2,548,1270.88,2011-11-30 10:48:00,9,2,1270.88,4,New Customers
12631.0,6,1607,3481.57,2011-10-13 13:53:00,56,6,3481.57,4,New Customers
12632.0,2,694,804.88,2010-07-07 09:39:00,520,2,804.88,0,VIP Customers
12633.0,7,3238,5678.16,2011-10-12 11:40:00,58,7,5678.16,4,New Customers
12634.0,2,337,490.0,2010-06-22 10:05:00,535,2,490.0,0,VIP Customers
12635.0,4,1949,2930.41,2011-09-11 11:04:00,89,4,2930.41,4,New Customers
12636.0,1,1,141.0,2009-12-01 09:55:00,738,1,141.0,0,VIP Customers
12637.0,12,4257,8283.81,2011-10-03 13:46:00,66,12,8283.81,4,New Customers
12638.0,2,663,921.49,2011-11-06 13:11:00,32,2,921.49,4,New Customers
12639.0,3,631,1312.37,2011-04-15 12:48:00,238,3,1312.37,4,New Customers
12640.0,3,311,1174.58,2011-11-16 11:52:00,23,3,1174.58,4,New Customers
12641.0,1,72,185.9,2011-08-16 13:26:00,114,1,185.9,4,New Customers
12642.0,3,552,1013.26,2011-11-14 15:03:00,24,3,1013.26,4,New Customers
12643.0,12,4665,8304.82,2011-08-03 12:56:00,127,12,8304.82,4,New Customers
12644.0,4,1032,1918.49,2011-08-02 10:33:00,129,4,1918.49,4,New Customers
12645.0,8,2125,3539.3,2011-11-06 12:38:00,33,8,3539.3,4,New Customers
12646.0,2,897,1346.97,2011-12-05 10:14:00,4,2,1346.97,4,New Customers
12647.0,36,6633,16955.55,2011-11-17 12:56:00,21,36,16955.55,1,Churn Risk Customers
12648.0,4,518,1112.0,2011-07-08 11:55:00,154,4,1112.0,4,New Customers
12649.0,8,1959,2294.65,2011-08-24 14:41:00,106,8,2294.65,4,New Customers
12650.0,1,254,314.44,2011-12-06 16:34:00,2,1,314.44,4,New Customers
12651.0,4,265,377.75,2011-01-09 12:46:00,334,4,377.75,0,VIP Customers
12652.0,2,536,1017.03,2011-01-12 15:00:00,330,2,1017.03,0,VIP Customers
12653.0,3,1681,4160.83,2011-07-14 10:41:00,148,3,4160.83,4,New Customers
12654.0,5,264,601.98,2011-11-29 10:10:00,10,5,601.98,4,New Customers
12655.0,1,80,261.35,2010-10-12 09:17:00,423,1,261.35,0,VIP Customers
12656.0,8,2860,6407.83,2011-11-22 13:42:00,16,8,6407.83,4,New Customers
12657.0,4,1044,1643.18,2011-11-28 15:47:00,10,4,1643.18,4,New Customers
12658.0,1,320,686.05,2011-11-21 10:22:00,18,1,686.05,4,New Customers
12659.0,1,105,91.68,2011-11-10 11:53:00,29,1,91.68,4,New Customers
12660.0,1,127,245.1,2011-11-28 13:26:00,10,1,245.1,4,New Customers
12661.0,1,216,162.0,2010-09-29 16:46:00,435,1,162.0,0,VIP Customers
12662.0,20,3424,6726.54,2011-12-09 11:59:00,0,20,6726.54,1,Churn Risk Customers
12663.0,2,181,239.4,2010-03-25 09:40:00,624,2,239.4,0,VIP Customers
